"t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
2,8,5,5,0.126589039921449,0.256466471937753,14.97866136777,3.46573590279973,14.97866136777,14.97866136777,18.4443972705697
3,9,5,5,0.126589039921449,0.256466471937753,14.97866136777,3.46573590279973,14.97866136777,14.97866136777,18.4443972705697
4,10,5,5,0.126589039921449,0.256466471937753,14.97866136777,3.46573590279973,14.97866136777,14.97866136777,18.4443972705697
5,11,5,5,0.126589039921449,0.256466471937753,14.97866136777,3.46573590279973,14.97866136777,14.97866136777,18.4443972705697
6,12,10,7.07106781186548,1.21104639271982,1.77680755349331,23.7193225919529,8.3917349500833,23.7193225919529,23.7193225919529,27.8582169546945
7,13,13.8368902327063,7.98873230060027,2.8534994181806,3.77143559954346,29.0380684245383,12.3335596788763,29.0380684245383,29.0380684245383,33.322403407961
8,14,8.51383000187516,4.91546204341734,1.75575642707746,2.32056199171373,17.8671055411693,7.58883164193445,17.8671055411693,17.8671055411693,20.5032542065486
9,15,10.5061339060539,3.97094536516604,4.22401072564546,4.93085236895794,17.7739706418283,10.0103000300002,17.7739706418283,17.7739706418283,19.6006546890305
10,16,8.00438766691691,2.66812922230564,3.66011574060186,4.17582460192245,12.837836906287,7.70996066058655,12.837836906287,12.837836906287,14.019408598377
11,17,7.54700859742629,1.94862924076775,4.22400342152194,4.65214238066975,11.0118331567925,7.37997606902046,11.0118331567925,11.0118331567925,11.8184248371186
12,18,5.32498733433647,1.2551115512806,3.15592497439328,3.44180689758991,7.54350429036312,5.22670771669364,7.54350429036312,7.54350429036312,8.05216386402669
13,19,4.53855408500283,0.907710817000567,2.93711290361708,3.15558872980447,6.12748431045492,4.47818557294694,6.12748431045492,6.12748431045492,6.48288837239914
14,20,3.250402451486,0.625540243446687,2.14203569688873,2.29431571540107,4.34309242059058,3.21036329410823,4.34309242059058,4.34309242059058,4.58620037302442
15,21,3.22359117801392,0.522935542042008,2.2812049759706,2.41429235716656,4.1292069642756,3.19535858389595,4.1292069642756,4.1292069642756,4.32636697139833
16,22,2.73813790053852,0.417562115205644,1.98160397545155,2.08936726715966,3.45921992516761,2.71694152604671,3.45921992516761,3.45921992516761,3.61509334691004
17,23,2.89201328963684,0.37650806071989,2.20153451082597,2.30180453545061,3.53790455908311,2.8756907440565,3.53790455908311,3.53790455908311,3.67523174742414
18,24,2.31134172559093,0.298392933686933,1.76379723455084,1.84338434105817,2.82306040988362,2.29851369776554,2.82306040988362,2.82306040988362,2.93177138524474
19,25,6.61646880002047,0.449155168971737,5.765366164148,5.89541033669183,7.37218734929735,6.60630803365149,7.37218734929735,7.37218734929735,7.52531086492045
20,26,4.90736779352982,0.339449728229512,4.26456928106527,4.36268664478693,5.47873972213757,4.8995432736877,5.47873972213757,5.47873972213757,5.59462971364246
21,27,4.17962497115549,0.249335521916447,3.70517325147984,3.77813311244926,4.59802586511569,4.17466798136086,4.59802586511569,4.59802586511569,4.68224558669242
22,28,3.62037879572066,0.187707896389432,3.26178090236604,3.31725786353526,3.93456391229755,3.6171352459836,3.93456391229755,3.93456391229755,3.99740888813038
23,29,3.00980044131142,0.14397828065704,2.73418718828588,2.77695699116897,3.25047411221109,3.00750494782771,3.25047411221109,3.25047411221109,3.29845841709707
24,30,2.56854165849304,0.114298603643612,2.34937616012035,2.38347287025522,2.75939300777901,2.56684645054924,2.75939300777901,2.75939300777901,2.79734064268301
25,31,2.14569958421726,0.0916597435467842,1.96978664034331,1.99719134228097,2.29865943507383,2.14439455538552,2.29865943507383,2.29865943507383,2.32902872827825
26,32,1.4365543701625,0.0671991790749224,1.30784852867825,1.32783728700851,1.54884521810499,1.43550669113763,1.54884521810499,1.54884521810499,1.57121392044539
27,33,1.33591275013039,0.0594473371396227,1.22192355992331,1.23965744781104,1.43517559449489,1.33503106308484,1.43517559449489,1.43517559449489,1.45491236969489
28,34,1.25026647225595,0.0545142087671137,1.14568941224278,1.16197009264137,1.3412652149029,1.24947425076088,1.3412652149029,1.3412652149029,1.35934555351245
29,35,1.11571377975322,0.0498464155819621,1.02014268443661,1.03500917177934,1.19895024774067,1.11497154308338,1.19895024774067,1.19895024774067,1.2155028384335
30,36,1.03052656114443,0.0467938006561087,0.940841190727291,0.95478438004179,1.10868442846289,1.02981838207058,1.10868442846289,1.10868442846289,1.12423634994411
31,37,1.04158841833541,0.0463500762751667,0.95271298816713,0.966539798513923,1.11898196746576,1.04090098196267,1.11898196746576,1.11898196746576,1.13437039493725
32,38,1.12562668850505,0.0478665157567994,1.03375259156228,1.04806735133993,1.20550021178674,1.12494826416078,1.20550021178674,1.20550021178674,1.22135612693709
33,39,1.0396547283919,0.0458126610359984,0.951790648988325,0.965464625345123,1.11613996413119,1.03898189019506,1.11613996413119,1.11613996413119,1.13134239793692
34,40,1.00385473963132,0.0446709496112278,0.91819900437096,0.93152491012824,1.07844454856522,1.00319220705241,1.07844454856522,1.07844454856522,1.09327549866105
35,41,0.851097719488116,0.0408539978842798,0.772898645642546,0.785032089312334,0.919392847559967,0.850444123934302,0.919392847559967,0.919392847559967,0.933011014763417
36,42,0.807930525802341,0.0397556621676766,0.731879948335211,0.743669175019554,0.874415896021308,0.807278536700257,0.874415896021308,0.874415896021308,0.887686190135429
37,43,0.805096661321255,0.0400550559864272,0.728494398058815,0.740364199389378,0.872094706392308,0.804432487672799,0.872094706392308,0.872094706392308,0.885473250523705
38,44,0.833338866164594,0.0415115657255162,0.753953606216424,0.766254062807217,0.902774545888974,0.832649688152551,0.902774545888974,0.902774545888974,0.916640545037021
39,45,0.752002572614346,0.0403115692165055,0.675059561996037,0.68694699350924,0.819514806040691,0.751282386423435,0.819514806040691,0.819514806040691,0.833038193221395
40,46,0.886801585381439,0.0447332225599504,0.801282496043484,0.814526984261925,0.96164153057966,0.886049534708788,0.96164153057966,0.96164153057966,0.976594379160973
41,47,0.917392722695892,0.0465735591455382,0.828369901425928,0.842153599667305,0.995319878169235,0.91660470510363,0.995319878169235,0.995319878169235,1.01089363700923
42,48,1.02387432837932,0.0501393415781954,0.927948866736561,0.94282175097897,1.10771832945958,1.02305600008221,1.10771832945958,1.10771832945958,1.12445014124384
43,49,1.08671161765265,0.0522240275446282,0.986751835100806,1.00226103576347,1.17401547471769,1.08587515670755,1.17401547471769,1.17401547471769,1.19142479997897
44,50,1.13352334109071,0.0534348027412317,1.03119890318441,1.04708608983615,1.22282435651268,1.1326838048319,1.22282435651268,1.22282435651268,1.24061866028604
45,51,1.01720147710139,0.0502973759448445,0.920996766317209,0.935907515675682,1.10132290672983,1.01637258226433,1.10132290672983,1.10132290672983,1.11811658326366
46,52,1.01756252473921,0.0497706099684892,0.922339701515509,0.937104305330094,1.10078832372248,1.01675118650927,1.10078832372248,1.10078832372248,1.1173959767488
47,53,1.11190313399973,0.0516745209074233,1.01291637007013,1.02829314530444,1.19824339980689,1.11110273032115,1.19824339980689,1.19824339980689,1.21543840183315
48,54,1.27425609351828,0.055142454125154,1.16845645674286,1.18493156569903,1.36629357878691,1.27346076605912,1.36629357878691,1.36629357878691,1.3845754036802
49,55,1.50490516933808,0.0594401804554362,1.39064392245474,1.40848758099502,1.60399198755044,1.5041226597362,1.60399198755044,1.60399198755044,1.62361326610008
50,56,1.73586474033393,0.0624751390630827,1.6155591333205,1.63439639078451,1.83988955385711,1.73511528807524,1.83988955385711,1.83988955385711,1.86042935304104
51,57,1.94410310005466,0.0635110799133758,1.82160034184797,1.84082946380349,2.04973572662858,1.94341153829726,2.04973572662858,2.04973572662858,2.07053589373466
52,58,2.10175001916397,0.0622757831916205,1.98144875964653,2.00037520554873,2.20522284610154,2.10113496483695,2.20522284610154,2.20522284610154,2.22554654296493
53,59,2.57148251600524,0.0640076393854906,2.44754563754733,2.46711284658926,2.67766367993224,2.57095145692208,2.67766367993224,2.67766367993224,2.69843733585483
54,60,2.68250675770422,0.0599676845556747,2.56624710030429,2.58463669471138,2.78190106130701,2.68205990991124,2.78190106130701,2.78190106130701,2.80130579826587
55,61,2.89598212047893,0.056066437759845,2.78712559512273,2.80438224208358,2.98881616260141,2.89562031165975,2.98881616260141,2.98881616260141,3.00689476581388
56,62,2.64975698345205,0.0476911429453797,2.5570996965252,2.57180304675466,2.72868688311496,2.64947086898151,2.72868688311496,2.72868688311496,2.74404022869252
57,63,2.33963016572279,0.0396376719547305,2.26257974639553,2.27481600136469,2.40520787370501,2.33940632431762,2.40520787370501,2.40520787370501,2.41795265270478
58,64,2.01618134247857,0.0327975305713622,1.95240617387897,1.96253921916433,2.07043008759497,2.01600350445059,2.07043008759497,2.07043008759497,2.08096714656402
59,65,1.82981773115646,0.0282953986744151,1.77477534820021,1.78352601766205,1.87660694079311,1.82967188452804,1.87660694079311,1.87660694079311,1.88568894598499
60,66,1.65358076655566,0.0247798723382892,1.60536577700475,1.61303370562201,1.69455004765623,1.65345698792257,1.69455004765623,1.69455004765623,1.70249917788728
61,67,1.50907200741506,0.0221039765797955,1.46605647578767,1.47289919523506,1.54561294632389,1.50896408688157,1.54561294632389,1.54561294632389,1.55270084088276
62,68,1.27000972205425,0.0191482930122054,1.23275394842976,1.23867856742522,1.30166913767322,1.26991348862149,1.30166913767322,1.30166913767322,1.30781238077997
63,69,1.12325306567611,0.0171975740062274,1.08979651775663,1.0951160546901,1.15168945666368,1.12316529903592,1.15168945666368,1.15168945666368,1.15720838270549
64,70,1.01433205972844,0.0158412053572009,0.983518851828239,0.988417001274792,1.04052841323706,1.01424959489935,1.04052841323706,1.04052841323706,1.04561390701575
65,71,0.969606759266331,0.0152340196964982,0.93997597297303,0.944685836694659,0.994799826063603,0.969526977107664,0.994799826063603,0.994799826063603,0.999690939581771
66,72,0.952473941882795,0.0150205579919288,0.92325918426589,0.927902720542368,0.977314493215855,0.952394984749116,0.977314493215855,0.977314493215855,0.982137404976965
67,73,0.893420872614346,0.0145720258047031,0.865086003848789,0.8695879035649,0.917524081302146,0.89334164881486,0.917524081302146,0.917524081302146,0.922205962193549
68,74,0.896038923225934,0.0146694641787392,0.867515442207279,0.872047106085718,0.920303805884012,0.895958870988813,0.920303805884012,0.920303805884012,0.925017332973779
69,75,0.969434719698358,0.0153956125794904,0.939492114031538,0.944250951154915,0.994896485802297,0.969353221570608,0.994896485802297,0.994896485802297,0.99984047103651
70,76,1.07233874313517,0.0163644335561765,1.04050222618265,1.04556436609761,1.0993970663445,1.07225550109643,1.0993970663445,1.0993970663445,1.10464831634554
71,77,1.17464386328078,0.0172332271081527,1.14110746072702,1.14644219028682,1.20313300690677,1.17455958799884,1.20313300690677,1.20313300690677,1.2086591940179
72,78,1.23773762661962,0.0176316616794195,1.20341870749543,1.20887961494753,1.26688121623318,1.23765390619607,1.26688121623318,1.26688121623318,1.2725323207953
73,79,1.23498762291811,0.0173718066235561,1.20117154017484,1.20655313805016,1.26369994745367,1.23490617105546,1.26369994745367,1.26369994745367,1.26926658873075
74,80,1.24721399342548,0.0170947495237732,1.21393137344727,1.21922946814304,1.2754649293853,1.24713589209743,1.2754649293853,1.2754649293853,1.28094045576466
75,81,1.18109851008598,0.016252794265618,1.14945597627043,1.15449279362447,1.20795852108847,1.18102396074205,1.20795852108847,1.20795852108847,1.21316470066918
76,82,1.14367102267815,0.0156286469244705,1.11324222082044,1.11808617555234,1.16949870340868,1.14359983323739,1.16949870340868,1.16949870340868,1.17450438730962
77,83,1.10986359487542,0.0150949467551755,1.08047297300959,1.08515188092993,1.1348087410142,1.10979516156503,1.1348087410142,1.1348087410142,1.1396431166988
78,84,1.09359538301038,0.0147540870161686,1.0648668964757,1.06944075961105,1.11797633283727,1.09352903283525,1.11797633283727,1.11797633283727,1.12270093125827
79,85,1.10244834492243,0.0146369927602521,1.07394487021399,1.07848362034027,1.12663402909518,1.10238356809488,1.12663402909518,1.12663402909518,1.13131994018669
80,86,1.15383526396199,0.0148256936231886,1.12495828617084,1.12955794716529,1.1783291784818,1.15377176586202,1.1783291784818,1.1783291784818,1.18307309547258
81,87,1.19721555390754,0.0149488530476316,1.16809353147965,1.17273345215655,1.22190988785238,1.19715333560944,1.22190988785238,1.22190988785238,1.22669115710252
82,88,1.24641559601415,0.0150498604561737,1.21709090341929,1.22176451846607,1.27127329252536,1.24635502329574,1.27127329252536,1.27127329252536,1.2760845177447
83,89,1.28486145704172,0.0150094082748763,1.25560997788241,1.26027325955404,1.30964901505321,1.2848030122152,1.30964901505321,1.30964901505321,1.3144450727638
84,90,1.32215945024387,0.0148895984167027,1.29313551579301,1.29776393884938,1.34674561773067,1.32210355721859,1.34674561773067,1.34674561773067,1.35150101964496
85,91,1.34460968743391,0.0146282906516103,1.31608979497529,1.3206391054436,1.36876121987786,1.34455663972585,1.36876121987786,1.36876121987786,1.37343104519749
86,92,1.34618181733517,0.0142145039430254,1.31846433371985,1.32288667932264,1.36964761411642,1.34613178675121,1.36964761411642,1.36964761411642,1.37418362023798
87,93,1.31573426651461,0.013617927706398,1.28917736624974,1.29341518455543,1.33821360763946,1.31568728469301,1.33821360763946,1.33821360763946,1.34255816024071
88,94,1.28720091405459,0.0130460296602666,1.26175663167538,1.26581753865773,1.30873463116687,1.28715683964685,1.30873463116687,1.30873463116687,1.3128956673379
89,95,1.28530527115164,0.0126466980604328,1.26063626861087,1.26457428783876,1.30617774170214,1.2852637925349,1.30617774170214,1.30617774170214,1.31020999296675
90,96,1.29065894267479,0.0123227654169466,1.26661839456362,1.27045690508659,1.31099475504641,1.29061972505187,1.31099475504641,1.31099475504641,1.31492236105031
91,97,1.27771169153676,0.0119349777170367,1.25442533532977,1.25814398413074,1.29740615824421,1.27767453058265,1.29740615824421,1.29740615824421,1.30120923015246
92,98,1.26809723148387,0.0115736800476621,1.245513449085,1.24912046338944,1.2871941042675,1.26806202140552,1.2871941042675,1.2871941042675,1.29088110964744
93,99,1.25565780707673,0.0112148071409231,1.23377221304973,1.23726821093581,1.27416129226872,1.25562441918396,1.27416129226872,1.27416129226872,1.27773314155724
94,100,1.23644441952372,0.0108464209864979,1.2152760874861,1.21865790102017,1.25433912327347,1.23641270376687,1.25433912327347,1.25433912327347,1.25779298942016
95,101,1.20256205409431,0.0104369565156561,1.18219192461794,1.18544643934278,1.21978066239239,1.20253186034403,1.21978066239239,1.21978066239239,1.22310377200343
96,102,1.13377818467413,0.00990359825307092,1.11444955489284,1.11753754447402,1.15011718694674,1.13374934869421,1.15011718694674,1.15011718694674,1.1532706867963
97,103,1.10934852013442,0.00960016248990502,1.09061135875363,1.09360503030732,1.12518647235177,1.1093208273913,1.12518647235177,1.12518647235177,1.12824305694468
98,104,1.09668683265999,0.00939744990323882,1.07834455821959,1.08127531864617,1.11218990697547,1.09665999069752,1.11218990697547,1.11218990697547,1.11518164762086
99,105,1.08155972247648,0.00922290157244576,1.06355777366096,1.06643424300522,1.09677462602432,1.08153350677302,1.09677462602432,1.09677462602432,1.09971065283871
100,106,1.09185110883875,0.00917586739236003,1.07393988864109,1.07680211725344,1.10698778045796,1.09182540442132,1.10698778045796,1.10698778045796,1.10990840499326
101,107,1.11517540874985,0.00919249789501196,1.0972303211811,1.10009829662885,1.13033867851759,1.1151501506375,1.13033867851759,1.13033867851759,1.13326403596757
102,108,1.15987006890521,0.00929115855841916,1.14173032868662,1.14462990270442,1.17519486044566,1.15984526000595,1.17519486044566,1.17519486044566,1.17815079594073
103,109,1.20789112888057,0.00937929193639481,1.18957713290111,1.19250508245185,1.22335998524163,1.20786685218852,1.22335998524163,1.22335998524163,1.2263430871964
104,110,1.22253148186032,0.00930118867037146,1.20436860437756,1.20727272422873,1.23787070078851,1.22250789369777,1.23787070078851,1.23787070078851,1.24082840883003
105,111,1.27130785520311,0.00931067534187935,1.25312393750026,1.25603202116784,1.28666122140252,1.27128512574923,1.28666122140252,1.28666122140252,1.28962094243281
106,112,1.31782905999321,0.00927818594225355,1.29970609957558,1.30260502948796,1.33312736460383,1.31780728567661,1.33312736460383,1.33312736460383,1.33607576198121
107,113,1.33620028600653,0.00911471824596685,1.31839472836736,1.32124333908853,1.35122792738322,1.33617956110461,1.35122792738322,1.35122792738322,1.35412362148716
108,114,1.34501318161166,0.00888829135227813,1.32764814994883,1.33042671212744,1.35966643634156,1.34499360274067,1.35966643634156,1.35966643634156,1.36248947832446
109,115,1.33277982695774,0.00857842915759609,1.3160187727781,1.31870102683795,1.34692140799884,1.33276142200076,1.34692140799884,1.34692140799884,1.34964547493734
110,116,1.32453079157956,0.00828398226275062,1.30834361257487,1.31093437174396,1.33818612112358,1.32451352151344,1.33818612112358,1.33818612112358,1.34081611489917
111,117,1.29345257822682,0.0079333512655353,1.27794963414706,1.28043109845331,1.30652938453936,1.29343635860835,1.30652938453936,1.30652938453936,1.30904769701871
112,118,1.25554677235297,0.0075828218044195,1.24072813810457,1.24310023038869,1.26804538574405,1.25553150700842,1.26804538574405,1.26804538574405,1.27045215825722
113,119,1.21611323281663,0.00725472332341831,1.20193527160926,1.2042049296549,1.22807074428139,1.21609880683006,1.22807074428139,1.22807074428139,1.23037317568072
114,120,1.17952702925536,0.00696653421025903,1.16591188617562,1.16809153982236,1.19100930258178,1.17951331401262,1.19100930258178,1.19100930258178,1.19322011489565
115,121,1.13738892959201,0.0066931870242888,1.12430786970548,1.12640205436384,1.14842058931098,1.13737580049739,1.14842058931098,1.14842058931098,1.15054460100928
116,122,1.09168609514563,0.00643785354600066,1.07910413121185,1.0811183959822,1.10229696163236,1.09167344014249,1.10229696163236,1.10229696163236,1.10433997638835
117,123,1.0480201372731,0.00621579201371341,1.03587236382515,1.03781707082234,1.05826512109371,1.04800784870839,1.05826512109371,1.05826512109371,1.06023774559117
118,124,1.02152527255356,0.0060721228877892,1.00965835349077,1.01155808107537,1.03153350359111,1.02151324132922,1.03153350359111,1.03153350359111,1.03346056404286
119,125,1.00448585896513,0.00598268709733413,0.992793793750355,0.994665513704456,1.0143467195621,1.00447398142288,1.0143467195621,1.0143467195621,1.01624542324397
120,126,0.975216540007125,0.00587639804855272,0.963732586409083,0.965570898076118,0.984902443630898,0.975204736823488,0.984902443630898,0.984902443630898,0.986767570094896
121,127,0.962469582905523,0.0058330418617176,0.951070550606456,0.952895222464863,0.97208413851347,0.96245779922463,0.97208413851347,0.97208413851347,0.973935580861528
122,128,0.968698071029258,0.00586068105771974,0.95724496767846,0.959078308672227,0.97835814947668,0.968686251898343,0.97835814947668,0.97835814947668,0.980218341496565
123,129,0.992995162847325,0.00595334107805589,0.981360671512826,0.983223121713754,1.00280778706822,0.992983265443113,1.00280778706822,1.00280778706822,1.00469726611939
124,130,1.03261902408551,0.00609206811885933,1.02071286792115,1.0226189382537,1.04265997572551,1.03260704379831,1.04265997572551,1.04265997572551,1.04459326320537
125,131,1.06272220038725,0.00619045137905728,1.05062332894249,1.0525603557543,1.07292504613014,1.06271018043471,1.07292504613014,1.07292504613014,1.07488938020301
126,132,1.07041900840487,0.00620191558110645,1.05829754734219,1.06023823451954,1.08064063949296,1.07040703064038,1.08064063949296,1.08064063949296,1.08260853808779
127,133,1.08997115530289,0.00622617066436393,1.07780180571716,1.07975027514475,1.10023247421826,1.08995930021052,1.10023247421826,1.10023247421826,1.10220787637441
128,134,1.10410335059659,0.00622200410597348,1.09194169069983,1.09388903721783,1.1143575317177,1.10409166290382,1.1143575317177,1.1143575317177,1.1163314306621
129,135,1.1106623843911,0.0061871741337895,1.09856842432235,1.10050502116747,1.12085893744801,1.11065089543523,1.12085893744801,1.12085893744801,1.12282163522424
130,136,1.11095103819021,0.00612664068479545,1.09897507654918,1.10089285597833,1.12104763716061,1.11093977587017,1.12104763716061,1.12104763716061,1.12299100264389
131,137,1.10159177622107,0.00603487374545532,1.08979498590869,1.09168412340503,1.11153702026547,1.10158075591477,1.11153702026547,1.11153702026547,1.11345119400273
132,138,1.12121482048608,0.00602133957348454,1.10944386950396,1.11132901625052,1.13113739257396,1.12120404156199,1.13113739257396,1.13113739257396,1.13304702718368
133,139,1.15817432022812,0.00605420499134881,1.14633829996432,1.14823406372334,1.16815056087893,1.15816377105659,1.16815056087893,1.16815056087893,1.17007029054426
134,140,1.20096799466663,0.00609361555731049,1.1890540391266,1.19096249739864,1.21100864713635,1.20095768850969,1.21100864713635,1.21100864713635,1.21294051922871
135,141,1.23231645636641,0.00608419670197901,1.22042012685588,1.22232594999025,1.24234111781432,1.23230644340915,1.24234111781432,1.24234111781432,1.24426968867088
136,142,1.24641772939221,0.0060085945357484,1.23466855930133,1.23655096560471,1.25631742783811,1.24640807421329,1.25631742783811,1.25631742783811,1.25822176905362
137,143,1.24980951084438,0.0058891071416509,1.23829337840448,1.24013859323015,1.25951198040057,1.24980026102484,1.25951198040057,1.25951198040057,1.26137820923215
138,144,1.24608944993397,0.00574497134639315,1.23485462084184,1.23665489494762,1.25555412093814,1.24608062107229,1.25555412093814,1.25555412093814,1.25737445270644
139,145,1.20257176871136,0.00551064747161182,1.19179503541968,1.19352193899666,1.21165031054807,1.20256335141809,1.21165031054807,1.21165031054807,1.21339633677477
140,146,1.13297694704758,0.00522519921627451,1.12275858853079,1.12439598113319,1.14158531328377,1.13296891432385,1.14158531328377,1.14158531328377,1.14324095485952
141,147,1.06629839943639,0.00496565436241394,1.05658781674282,1.05814379263267,1.07447929954861,1.06629069124652,1.07447929954861,1.07447929954861,1.07605278712614
142,148,1.00927605251815,0.00475766721406846,0.999972456414074,1.00146315735303,1.01711444821061,1.00926857674135,1.01711444821061,1.01711444821061,1.0186221328342
143,149,0.966873990642233,0.00461511088180998,0.957849422390459,0.959295353180558,0.974477675662242,0.966866647658591,0.974477675662242,0.974477675662242,0.975940288453275
144,150,0.930824845742288,0.00451479192414374,0.921996775303924,0.92341114411358,0.938263446175163,0.93081754636769,0.938263446175163,0.938263446175163,0.939694397912987
145,151,0.892557871429406,0.00442979944863152,0.883896466188104,0.885284020075527,0.89985672063552,0.892550543017755,0.89985672063552,0.89985672063552,0.901260923417594
146,152,0.875732841264491,0.00441484869441363,0.867100996544179,0.868483736609725,0.883007252352826,0.875725422388657,0.883007252352826,0.883007252352826,0.884406846831615
147,153,0.88929062720167,0.00449348773932228,0.880505077958238,0.881912428267069,0.896694642456373,0.889283058846663,0.896694642456373,0.896694642456373,0.898119186769408
148,154,0.911949609621208,0.004608039911478,0.902940091260599,0.904383318941042,0.919542375093114,0.911941848227569,0.919542375093114,0.919542375093114,0.921003235328415
149,155,0.935468511971457,0.00472663849745017,0.926227111619656,0.927707484570497,0.943256694167664,0.935460551226867,0.943256694167664,0.943256694167664,0.944755152564526
